Date,Athlete,Club,Bow Type,Age Class,Gender,Distance,Face,Result,Competition
2025-06-28,Ain Markus Välja,JVI,Recurve,U13,Men,2x15m,80cm,643,Eesti noorte meistrivõistlused 2025
2025-06-28,Kaisa Kraav,TLVK,Recurve,U15,Women,2x30m,80cm,640,Eesti noorte meistrivõistlused 2025
2025-06-28,Lenart Lember,VVVK,Recurve,U13,Men,2x15m,80cm,635,Eesti noorte meistrivõistlused 2025
2025-06-28,Artur Pramann,VVVK,Recurve,U13,Men,2x15m,80cm,633,Eesti noorte meistrivõistlused 2025
2025-06-28,Oskar Tomingas,PVM,Compound,U18,Men,2x50m,80cm,631,Eesti noorte meistrivõistlused 2025
2025-06-28,Aksel Tähepõld,SAG,Compound,U21,Men,2x50m,80cm,628,Eesti noorte meistrivõistlused 2025
2025-06-28,Nazar Kvashuk,VVVK,Recurve,U15,Men,2x30m,80cm,622,Eesti noorte meistrivõistlused 2025
2025-06-28,Rasmus Ellam,JVI,Recurve,U13,Men,2x15m,80cm,622,Eesti noorte meistrivõistlused 2025
2025-06-28,Marek Pillmaa,PVM,Recurve,U13,Men,2x15m,80cm,621,Eesti noorte meistrivõistlused 2025
2025-06-28,Henri Kristofer Veersalu,SAG,Longbow,U13,Men,2x15m,80cm,617,Eesti noorte meistrivõistlused 2025
2025-06-28,Emil Johannes Välja,JVI,Recurve,U13,Men,2x15m,80cm,615,Eesti noorte meistrivõistlused 2025
2025-06-28,Emma Kask,TVSK,Recurve,U18,Women,2x60m,122cm,613,Eesti noorte meistrivõistlused 2025
2025-06-28,Aureelia Kasar,TYRI,Compound,U21,Women,2x50m,80cm,611,Eesti noorte meistrivõistlused 2025
2025-06-28,Eron Matri Mikku,SAG,Compound,U15,Men,2x30m,80cm,611,Eesti noorte meistrivõistlused 2025
2025-06-28,Uljana Vingissar,TLVK,Barebow,U13,Women,2x15m,122cm,611,Eesti noorte meistrivõistlused 2025
2025-06-28,Rudolf Matzen,TLVK,Barebow,U15,Men,2x15m,122cm,610,Eesti noorte meistrivõistlused 2025
2025-06-28,Siim Oliver Kalmus,TLVK,Compound,U21,Men,2x50m,80cm,608,Eesti noorte meistrivõistlused 2025
2025-06-28,Stella Õismaa,VVVK,Recurve,U15,Women,2x30m,80cm,605,Eesti noorte meistrivõistlused 2025
2025-06-28,Marii Lehtmets,VVVK,Recurve,U13,Women,2x15m,80cm,603,Eesti noorte meistrivõistlused 2025
2025-06-28,Gregor Oriehov,SVK,Compound,U18,Men,2x50m,80cm,603,Eesti noorte meistrivõistlused 2025
2025-06-28,Dagne Oriehov,SVK,Compound,U21,Women,2x50m,80cm,600,Eesti noorte meistrivõistlused 2025
2025-06-28,Rao Kaarel Lõpp,TVSK,Barebow,U18,Men,2x30m,122cm,600,Eesti noorte meistrivõistlused 2025
2025-06-28,Marten Suits,SAG,Recurve,U18,Men,2x60m,122cm,591,Eesti noorte meistrivõistlused 2025
2025-06-28,Karl-Matthias Pau,TVSK,Compound,U21,Men,2x50m,80cm,590,Eesti noorte meistrivõistlused 2025
2025-06-28,Liise Kuusk,TYRI,Compound,U18,Women,2x50m,80cm,589,Eesti noorte meistrivõistlused 2025
2025-06-28,Karoline Kivilo,JVI,Recurve,U15,Women,2x60m,122cm,588,Eesti noorte meistrivõistlused 2025
2025-06-28,Ratmir Babitšev,STR,Barebow,U13,Men,2x15m,122cm,587,Eesti noorte meistrivõistlused 2025
2025-06-28,Karl-Eric Fatal,TYRI,Compound,U18,Men,2x50m,80cm,584,Eesti noorte meistrivõistlused 2025
2025-06-28,Paul Henning Hanni,SAG,Compound,U21,Men,2x50m,80cm,583,Eesti noorte meistrivõistlused 2025
2025-06-28,Georg Viitak,TLVK,Longbow,U13,Men,2x15m,80cm,583,Eesti noorte meistrivõistlused 2025
2025-06-28,Sebastian Zimmer,TLVK,Longbow,U13,Men,2x15m,80cm,582,Eesti noorte meistrivõistlused 2025
2025-06-28,Mihhail Tatarlõ,TLVK,Barebow,U15,Men,2x15m,122cm,581,Eesti noorte meistrivõistlused 2025
2025-06-28,Sandra Lõoke,VVVK,Recurve,U15,Women,2x30m,80cm,580,Eesti noorte meistrivõistlused 2025
2025-06-28,Mikk Mihkelson,JVI,Recurve,U18,Men,2x60m,122cm,576,Eesti noorte meistrivõistlused 2025
2025-06-28,Ander Sepp,TVSK,Recurve,U18,Men,2x60m,122cm,576,Eesti noorte meistrivõistlused 2025
2025-06-28,Aksel Ivanov,TLVK,Barebow,U18,Men,2x30m,122cm,574,Eesti noorte meistrivõistlused 2025
2025-06-28,Aleksandr Tatarlõ,TLVK,Barebow,U13,Men,2x15m,122cm,573,Eesti noorte meistrivõistlused 2025
2025-06-28,Ingrid Annelore Ritval,VVVK,Recurve,U18,Women,2x60m,122cm,570,Eesti noorte meistrivõistlused 2025
2025-06-28,Nikita Sazonov,STR,Recurve,U15,Men,2x30m,80cm,569,Eesti noorte meistrivõistlused 2025
2025-06-28,Keron Saulus,TLVK,Recurve,U18,Men,2x60m,122cm,568,Eesti noorte meistrivõistlused 2025
2025-06-28,Otto Mikkor,VVVK,Recurve,U15,Men,2x30m,80cm,568,Eesti noorte meistrivõistlused 2025
2025-06-28,Annabel Koit,TLVK,Barebow,U15,Women,2x15m,122cm,568,Eesti noorte meistrivõistlused 2025
2025-06-28,Theresa Desiree Noor,TLVK,Barebow,U15,Women,2x15m,122cm,563,Eesti noorte meistrivõistlused 2025
2025-06-28,Arsenii Kaplun,VVVK,Barebow,U15,Men,2x15m,122cm,562,Eesti noorte meistrivõistlused 2025
2025-06-28,Laura Künnapuu,TLVK,Barebow,U13,Women,2x15m,122cm,562,Eesti noorte meistrivõistlused 2025
2025-06-28,Meribel Sarv,SAG,Compound,U18,Women,2x50m,80cm,560,Eesti noorte meistrivõistlused 2025
2025-06-28,Nora Haas,JVI,Recurve,U18,Women,2x60m,122cm,559,Eesti noorte meistrivõistlused 2025
2025-06-28,Lisette Marie Gold,JVI,Recurve,U18,Women,2x60m,122cm,559,Eesti noorte meistrivõistlused 2025
2025-06-28,Jaan Jarek Allik,VVVK,Recurve,U15,Men,2x30m,80cm,559,Eesti noorte meistrivõistlused 2025
2025-06-28,Siim Oliver Hiie,SAG,Recurve,U15,Men,2x30m,80cm,550,Eesti noorte meistrivõistlused 2025
2025-06-28,Joonas Õue,SMA,Barebow,U13,Men,2x15m,122cm,550,Eesti noorte meistrivõistlused 2025
2025-06-28,Anne Sein,SAG,Recurve,U21,Women,2x70m,122cm,549,Eesti noorte meistrivõistlused 2025
2025-06-28,Lisete Laureen Lepik,VVVK,Recurve,U15,Women,2x60m,122cm,547,Eesti noorte meistrivõistlused 2025
2025-06-28,Egeert Pähkel,PVM,Recurve,U18,Men,2x60m,122cm,546,Eesti noorte meistrivõistlused 2025
2025-06-28,Kaarel Pillart,SAG,Recurve,U18,Men,2x60m,122cm,544,Eesti noorte meistrivõistlused 2025
2025-06-28,Brigita Õue,SMA,Barebow,U18,Women,2x30m,122cm,539,Eesti noorte meistrivõistlused 2025
2025-06-28,Marten Mäger,PVM,Recurve,U18,Men,2x60m,122cm,538,Eesti noorte meistrivõistlused 2025
2025-06-28,Emili Hanni,SAG,Recurve,U21,Women,2x70m,122cm,537,Eesti noorte meistrivõistlused 2025
2025-06-28,Kendra Porro,VVK,Longbow,U13,Women,2x15m,80cm,535,Eesti noorte meistrivõistlused 2025
2025-06-28,Märt Labi,VVVK,Recurve,U18,Men,2x60m,122cm,532,Eesti noorte meistrivõistlused 2025
2025-06-28,Ivan Blagi,STR,Barebow,U18,Men,2x30m,122cm,531,Eesti noorte meistrivõistlused 2025
2025-06-28,Karl Antsmäe,TLVK,Longbow,U15,Men,2x15m,80cm,531,Eesti noorte meistrivõistlused 2025
2025-06-28,Mariann Eleri Miller,VVK,Longbow,U13,Women,2x15m,80cm,522,Eesti noorte meistrivõistlused 2025
2025-06-28,Rasmus Mihkel Lõpp,TVSK,Recurve,U21,Men,2x70m,122cm,521,Eesti noorte meistrivõistlused 2025
2025-06-28,Maria-Liisa Mättas,TYRI,Compound,U15,Women,2x30m,80cm,521,Eesti noorte meistrivõistlused 2025
2025-06-28,Albert Albus Ild,JVI,Recurve,U13,Men,2x15m,80cm,520,Eesti noorte meistrivõistlused 2025
2025-06-28,Kristelle Liukonen,VVK,Barebow,U15,Women,2x15m,122cm,511,Eesti noorte meistrivõistlused 2025
2025-06-28,Kevin Ratassepp,VVK,Longbow,U15,Men,2x15m,80cm,510,Eesti noorte meistrivõistlused 2025
2025-06-28,Andres Sarapuu,VVVK,Recurve,U21,Men,2x70m,122cm,508,Eesti noorte meistrivõistlused 2025
2025-06-28,Holger Peips,VVVK,Longbow,U13,Men,2x15m,80cm,508,Eesti noorte meistrivõistlused 2025
2025-06-28,Piia Luisa Männik,SAG,Barebow,U18,Women,2x30m,122cm,507,Eesti noorte meistrivõistlused 2025
2025-06-28,Robert Kroon,TVSK,Recurve,U18,Men,2x60m,122cm,505,Eesti noorte meistrivõistlused 2025
2025-06-28,Marcella Soesoo,VVVK,Compound,U18,Women,2x50m,80cm,505,Eesti noorte meistrivõistlused 2025
2025-06-28,Kaja Kelder,TLVK,Barebow,U18,Women,2x30m,122cm,505,Eesti noorte meistrivõistlused 2025
2025-06-28,Lisete Kanamäe,SAG,Recurve,U18,Women,2x60m,122cm,502,Eesti noorte meistrivõistlused 2025
2025-06-28,Karoliina Haukanõmm,VVVK,Recurve,U15,Women,2x30m,80cm,501,Eesti noorte meistrivõistlused 2025
2025-06-28,Johanna Viktoria Jõe,SAG,Recurve,U21,Women,2x70m,122cm,499,Eesti noorte meistrivõistlused 2025
2025-06-28,Tarvet Labi,VVVK,Recurve,U21,Men,2x70m,122cm,498,Eesti noorte meistrivõistlused 2025
2025-06-28,Bronek Ibrus,VVVK,Recurve,U15,Men,2x30m,80cm,492,Eesti noorte meistrivõistlused 2025
2025-06-28,Joonatan Valk,TVSK,Barebow,U18,Men,2x30m,122cm,492,Eesti noorte meistrivõistlused 2025
2025-06-28,Kerttu Keerdo,MAG,Longbow,U18,Women,2x30m,80cm,488,Eesti noorte meistrivõistlused 2025
2025-06-28,Gustav Lonks,SMA,Barebow,U13,Men,2x15m,122cm,486,Eesti noorte meistrivõistlused 2025
2025-06-28,Mirel Missik,VVVK,Recurve,U21,Women,2x70m,122cm,485,Eesti noorte meistrivõistlused 2025
2025-06-28,Rasmus Sibrits,VVK,Barebow,U18,Men,2x30m,122cm,484,Eesti noorte meistrivõistlused 2025
2025-06-28,Gert Soe,VVVK,Compound,U18,Men,2x50m,80cm,482,Eesti noorte meistrivõistlused 2025
2025-06-28,Aliaksandra Petrushenka,STR,Barebow,U18,Women,2x30m,122cm,481,Eesti noorte meistrivõistlused 2025
2025-06-28,Ella-Joanna Salumaa,VVK,Barebow,U13,Women,2x15m,122cm,481,Eesti noorte meistrivõistlused 2025
2025-06-28,Tairo Priks,VVK,Barebow,U15,Men,2x15m,122cm,479,Eesti noorte meistrivõistlused 2025
2025-06-28,Erki Peips,VVVK,Recurve,U13,Men,2x15m,80cm,477,Eesti noorte meistrivõistlused 2025
2025-06-28,Liise Rätsep,SAG,Recurve,U18,Women,2x60m,122cm,472,Eesti noorte meistrivõistlused 2025
2025-06-28,Madlen Valtenberg,TLVK,Barebow,U13,Women,2x15m,122cm,472,Eesti noorte meistrivõistlused 2025
2025-06-28,Patrick Järve,VVVK,Recurve,U21,Men,2x70m,122cm,471,Eesti noorte meistrivõistlused 2025
2025-06-28,Veleia Ovsianytska,STR,Recurve,U18,Women,2x60m,122cm,468,Eesti noorte meistrivõistlused 2025
2025-06-28,Kristiina Koppel,VVVK,Barebow,U13,Women,2x15m,122cm,468,Eesti noorte meistrivõistlused 2025
2025-06-28,Maksym Rossokha,VVVK,Longbow,U18,Men,2x30m,80cm,465,Eesti noorte meistrivõistlused 2025
2025-06-28,Brigitta Paabo,TVSK,Recurve,U18,Women,2x60m,122cm,457,Eesti noorte meistrivõistlused 2025
2025-06-28,Keneth Jõks,KVK,Longbow,U18,Men,2x30m,80cm,453,Eesti noorte meistrivõistlused 2025
2025-06-28,Gereth Soesoo,VVVK,Recurve,U21,Men,2x70m,122cm,451,Eesti noorte meistrivõistlused 2025
2025-06-28,Ekaterina Novikova,STR,Recurve,U15,Women,2x30m,80cm,447,Eesti noorte meistrivõistlused 2025
2025-06-28,Liisa Sibrits,VVK,Barebow,U15,Women,2x15m,122cm,442,Eesti noorte meistrivõistlused 2025
2025-06-28,Joonas Kirnmann,SAG,Recurve,U21,Men,2x70m,122cm,440,Eesti noorte meistrivõistlused 2025
2025-06-28,Keiro Männik,VVVK,Recurve,U15,Men,2x30m,80cm,432,Eesti noorte meistrivõistlused 2025
2025-06-28,Birgit Piir,VVK,Longbow,U18,Women,2x30m,80cm,431,Eesti noorte meistrivõistlused 2025
2025-06-28,Ardo Ojamets,PVM,Recurve,U18,Men,2x60m,122cm,420,Eesti noorte meistrivõistlused 2025
2025-06-28,Morten Lillemaa,VVVK,Longbow,U13,Men,2x15m,80cm,413,Eesti noorte meistrivõistlused 2025
2025-06-28,Anette Tali,VVK,Longbow,U15,Women,2x15m,80cm,410,Eesti noorte meistrivõistlused 2025
2025-06-28,Liis Mirell Hiie,SAG,Longbow,U13,Women,2x15m,80cm,396,Eesti noorte meistrivõistlused 2025
2025-06-28,Thor Mattias Rapp,PVM,Recurve,U18,Men,2x60m,122cm,393,Eesti noorte meistrivõistlused 2025
2025-06-28,Mirelle Pommer,SAG,Barebow,U21,Women,2x30m,122cm,384,Eesti noorte meistrivõistlused 2025
2025-06-28,Stella Volmer,PVM,Recurve,U18,Women,2x60m,122cm,382,Eesti noorte meistrivõistlused 2025
2025-06-28,Viktor Yevchyshyn,VVVK,Longbow,U21,Men,2x30m,80cm,373,Eesti noorte meistrivõistlused 2025
2025-06-28,Vanessa Vagul,TVSK,Compound,U13,Women,15m,80cm,360,Eesti noorte meistrivõistlused 2025
2025-06-28,Vanessa Vagul,TVSK,Compound,U13,Women,15m,80cm,359,Eesti noorte meistrivõistlused 2025
2025-06-28,Karl Märten Aren,TYRI,Compound,U13,Men,15m,80cm,355,Eesti noorte meistrivõistlused 2025
2025-06-28,Karl Märten Aren,TYRI,Compound,U13,Men,15m,80cm,355,Eesti noorte meistrivõistlused 2025
2025-06-28,Miia Kerde,SAG,Compound,U15,Women,30m,80cm,349,Eesti noorte meistrivõistlused 2025
2025-06-28,Lovisa Lember,VVVK,Recurve,U13,Women,15m,80cm,348,Eesti noorte meistrivõistlused 2025
2025-06-28,Karita Uuselu,SAG,Recurve,U13,Women,15m,80cm,348,Eesti noorte meistrivõistlused 2025
2025-06-28,Miia Kerde,SAG,Compound,U15,Women,30m,80cm,346,Eesti noorte meistrivõistlused 2025
2025-06-28,Kristofer Juursalu,TVSK,Barebow,U21,Men,2x30m,122cm,345,Eesti noorte meistrivõistlused 2025
2025-06-28,Mattias Kraav,TLVK,Recurve,U13,Men,15m,80cm,344,Eesti noorte meistrivõistlused 2025
2025-06-28,Helena Linder,TYRI,Compound,U13,Women,15m,80cm,344,Eesti noorte meistrivõistlused 2025
2025-06-28,Noora Sipria,TVSK,Barebow,U21,Women,2x30m,122cm,344,Eesti noorte meistrivõistlused 2025
2025-06-28,Marten Soovik,JVI,Recurve,U13,Men,15m,80cm,343,Eesti noorte meistrivõistlused 2025
2025-06-28,Marten Soovik,JVI,Recurve,U13,Men,15m,80cm,343,Eesti noorte meistrivõistlused 2025
2025-06-28,Lovisa Lember,VVVK,Recurve,U13,Women,15m,80cm,343,Eesti noorte meistrivõistlused 2025
2025-06-28,Karita Uuselu,SAG,Recurve,U13,Women,15m,80cm,342,Eesti noorte meistrivõistlused 2025
2025-06-28,Helena Linder,TYRI,Compound,U13,Women,15m,80cm,342,Eesti noorte meistrivõistlused 2025
2025-06-28,Karoline Kivilo,JVI,Recurve,U15,Women,30m,80cm,341,Eesti noorte meistrivõistlused 2025
2025-06-28,Raiko Luik,PVM,Recurve,U13,Men,15m,80cm,339,Eesti noorte meistrivõistlused 2025
2025-06-28,Mattias Kraav,TLVK,Recurve,U13,Men,15m,80cm,338,Eesti noorte meistrivõistlused 2025
2025-06-28,Lennely Sälik,PVM,Recurve,U13,Women,15m,80cm,338,Eesti noorte meistrivõistlused 2025
2025-06-28,Mait Sirel,PVM,Compound,U18,Men,50m,80cm,337,Eesti noorte meistrivõistlused 2025
2025-06-28,Raiko Luik,PVM,Recurve,U13,Men,15m,80cm,335,Eesti noorte meistrivõistlused 2025
2025-06-28,Mait Sirel,PVM,Compound,U18,Men,50m,80cm,334,Eesti noorte meistrivõistlused 2025
2025-06-28,Märt Gross,SAG,Recurve,U15,Men,30m,80cm,333,Eesti noorte meistrivõistlused 2025
2025-06-28,Lennely Sälik,PVM,Recurve,U13,Women,15m,80cm,333,Eesti noorte meistrivõistlused 2025
2025-06-28,Karoline Kivilo,JVI,Recurve,U15,Women,30m,80cm,332,Eesti noorte meistrivõistlused 2025
2025-06-28,Raimond Schasmin,TYRI,Compound,U13,Men,15m,80cm,332,Eesti noorte meistrivõistlused 2025
2025-06-28,Eliise Marie Kalda,JVI,Recurve,U13,Women,15m,80cm,331,Eesti noorte meistrivõistlused 2025
2025-06-28,Kaisa Karu,TYRI,Compound,U15,Women,30m,80cm,331,Eesti noorte meistrivõistlused 2025
2025-06-28,Krent Kaasik,TVSK,Recurve,U15,Men,30m,80cm,329,Eesti noorte meistrivõistlused 2025
2025-06-28,Krent Kaasik,TVSK,Recurve,U15,Men,30m,80cm,329,Eesti noorte meistrivõistlused 2025
2025-06-28,Lisete Laureen Lepik,VVVK,Recurve,U15,Women,30m,80cm,329,Eesti noorte meistrivõistlused 2025
2025-06-28,Eliise Marie Kalda,JVI,Recurve,U13,Women,15m,80cm,329,Eesti noorte meistrivõistlused 2025
2025-06-28,Ghala Zaabout,TYRI,Compound,U15,Women,30m,80cm,329,Eesti noorte meistrivõistlused 2025
2025-06-28,Triinu Luukas,TYRI,Compound,U15,Women,30m,80cm,329,Eesti noorte meistrivõistlused 2025
2025-06-28,Kaisa Kraav,TLVK,Recurve,U15,Women,30m,80cm,327,Eesti noorte meistrivõistlused 2025
2025-06-28,Raimond Schasmin,TYRI,Compound,U13,Men,15m,80cm,327,Eesti noorte meistrivõistlused 2025
2025-06-28,Oskar Tomingas,PVM,Compound,U18,Men,50m,80cm,326,Eesti noorte meistrivõistlused 2025
2025-06-28,Artur Pramann,VVVK,Recurve,U13,Men,15m,80cm,325,Eesti noorte meistrivõistlused 2025
2025-06-28,Jarko Märs,TVSK,Compound,U18,Men,50m,80cm,325,Eesti noorte meistrivõistlused 2025
2025-06-28,Jarko Märs,TVSK,Compound,U18,Men,50m,80cm,324,Eesti noorte meistrivõistlused 2025
2025-06-28,Ain Markus Välja,JVI,Recurve,U13,Men,15m,80cm,323,Eesti noorte meistrivõistlused 2025
2025-06-28,Ghala Zaabout,TYRI,Compound,U15,Women,30m,80cm,323,Eesti noorte meistrivõistlused 2025
2025-06-28,Kaisa Karu,TYRI,Compound,U15,Women,30m,80cm,322,Eesti noorte meistrivõistlused 2025
2025-06-28,Andro Raukas,TLVK,Barebow,U21,Men,2x30m,122cm,321,Eesti noorte meistrivõistlused 2025
2025-06-28,Ain Markus Välja,JVI,Recurve,U13,Men,15m,80cm,320,Eesti noorte meistrivõistlused 2025
2025-06-28,Aksel Tähepõld,SAG,Compound,U21,Men,50m,80cm,320,Eesti noorte meistrivõistlused 2025
2025-06-28,Nazar Kvashuk,VVVK,Recurve,U15,Men,30m,80cm,319,Eesti noorte meistrivõistlused 2025
2025-06-28,Märt Gross,SAG,Recurve,U15,Men,30m,80cm,318,Eesti noorte meistrivõistlused 2025
2025-06-28,Lenart Lember,VVVK,Recurve,U13,Men,15m,80cm,318,Eesti noorte meistrivõistlused 2025
2025-06-28,Lenart Lember,VVVK,Recurve,U13,Men,15m,80cm,317,Eesti noorte meistrivõistlused 2025
2025-06-28,Henri Kristofer Veersalu,SAG,Longbow,U13,Men,15m,80cm,317,Eesti noorte meistrivõistlused 2025
2025-06-28,Marek Pillmaa,PVM,Recurve,U13,Men,15m,80cm,316,Eesti noorte meistrivõistlused 2025
2025-06-28,Triinu Luukas,TYRI,Compound,U15,Women,30m,80cm,316,Eesti noorte meistrivõistlused 2025
2025-06-28,Lisete Laureen Lepik,VVVK,Recurve,U15,Women,30m,80cm,314,Eesti noorte meistrivõistlused 2025
2025-06-28,Rasmus Ellam,JVI,Recurve,U13,Men,15m,80cm,314,Eesti noorte meistrivõistlused 2025
2025-06-28,Kaisa Kraav,TLVK,Recurve,U15,Women,30m,80cm,313,Eesti noorte meistrivõistlused 2025
2025-06-28,Gregor Oriehov,SVK,Compound,U18,Men,50m,80cm,313,Eesti noorte meistrivõistlused 2025
2025-06-28,Joosep Hendrik Oja,VVVK,Recurve,U15,Men,2x30m,80cm,312,Eesti noorte meistrivõistlused 2025
2025-06-28,Rudolf Matzen,TLVK,Barebow,U15,Men,15m,122cm,312,Eesti noorte meistrivõistlused 2025
2025-06-28,Uku Riisenberg,VVVK,Recurve,U18,Men,2x60m,122cm,309,Eesti noorte meistrivõistlused 2025
2025-06-28,Eron Matri Mikku,SAG,Compound,U15,Men,30m,80cm,309,Eesti noorte meistrivõistlused 2025
2025-06-28,Emma Kask,TVSK,Recurve,U18,Women,60m,122cm,308,Eesti noorte meistrivõistlused 2025
2025-06-28,Artur Pramann,VVVK,Recurve,U13,Men,15m,80cm,308,Eesti noorte meistrivõistlused 2025
2025-06-28,Rasmus Ellam,JVI,Recurve,U13,Men,15m,80cm,308,Eesti noorte meistrivõistlused 2025
2025-06-28,Emil Johannes Välja,JVI,Recurve,U13,Men,15m,80cm,308,Eesti noorte meistrivõistlused 2025
2025-06-28,Aksel Tähepõld,SAG,Compound,U21,Men,50m,80cm,308,Eesti noorte meistrivõistlused 2025
2025-06-28,Aureelia Kasar,TYRI,Compound,U21,Women,50m,80cm,308,Eesti noorte meistrivõistlused 2025
2025-06-28,Emil Johannes Välja,JVI,Recurve,U13,Men,15m,80cm,307,Eesti noorte meistrivõistlused 2025
2025-06-28,Uljana Vingissar,TLVK,Barebow,U13,Women,15m,122cm,307,Eesti noorte meistrivõistlused 2025
2025-06-28,Siim Oliver Kalmus,TLVK,Compound,U21,Men,50m,80cm,306,Eesti noorte meistrivõistlused 2025
2025-06-28,Emma Kask,TVSK,Recurve,U18,Women,60m,122cm,305,Eesti noorte meistrivõistlused 2025
2025-06-28,Stella Õismaa,VVVK,Recurve,U15,Women,30m,80cm,305,Eesti noorte meistrivõistlused 2025
2025-06-28,Marek Pillmaa,PVM,Recurve,U13,Men,15m,80cm,305,Eesti noorte meistrivõistlused 2025
2025-06-28,Oskar Tomingas,PVM,Compound,U18,Men,50m,80cm,305,Eesti noorte meistrivõistlused 2025
2025-06-28,Uljana Vingissar,TLVK,Barebow,U13,Women,15m,122cm,304,Eesti noorte meistrivõistlused 2025
2025-06-28,Nazar Kvashuk,VVVK,Recurve,U15,Men,30m,80cm,303,Eesti noorte meistrivõistlused 2025
2025-06-28,Aureelia Kasar,TYRI,Compound,U21,Women,50m,80cm,303,Eesti noorte meistrivõistlused 2025
2025-06-28,Karl-Eric Fatal,TYRI,Compound,U18,Men,50m,80cm,303,Eesti noorte meistrivõistlused 2025
2025-06-28,Rao Kaarel Lõpp,TVSK,Barebow,U18,Men,30m,122cm,303,Eesti noorte meistrivõistlused 2025
2025-06-28,Eliise Viirlaid,TLVK,Barebow,U18,Women,2x30m,122cm,303,Eesti noorte meistrivõistlused 2025
2025-06-28,Marii Lehtmets,VVVK,Recurve,U13,Women,15m,80cm,302,Eesti noorte meistrivõistlused 2025
2025-06-28,Siim Oliver Kalmus,TLVK,Compound,U21,Men,50m,80cm,302,Eesti noorte meistrivõistlused 2025
2025-06-28,Dagne Oriehov,SVK,Compound,U21,Women,50m,80cm,302,Eesti noorte meistrivõistlused 2025
2025-06-28,Eron Matri Mikku,SAG,Compound,U15,Men,30m,80cm,302,Eesti noorte meistrivõistlused 2025
2025-06-28,Karl Õismaa,VVVK,Recurve,U18,Men,2x60m,122cm,301,Eesti noorte meistrivõistlused 2025
2025-06-28,Marii Lehtmets,VVVK,Recurve,U13,Women,15m,80cm,301,Eesti noorte meistrivõistlused 2025
2025-06-28,Aleksandr Tatarlõ,TLVK,Barebow,U13,Men,15m,122cm,301,Eesti noorte meistrivõistlused 2025
2025-06-28,Stella Õismaa,VVVK,Recurve,U15,Women,30m,80cm,300,Eesti noorte meistrivõistlused 2025
2025-06-28,Henri Kristofer Veersalu,SAG,Longbow,U13,Men,15m,80cm,300,Eesti noorte meistrivõistlused 2025
2025-06-28,Ander Sepp,TVSK,Recurve,U18,Men,60m,122cm,299,Eesti noorte meistrivõistlused 2025
2025-06-28,Dagne Oriehov,SVK,Compound,U21,Women,50m,80cm,298,Eesti noorte meistrivõistlused 2025
2025-06-28,Rudolf Matzen,TLVK,Barebow,U15,Men,15m,122cm,298,Eesti noorte meistrivõistlused 2025
