Date,Athlete,Club,Bow Type,Age Class,Gender,Distance,Face,Result,Competition
2025-05-31,Hannes Kraav,TL,Recurve,Adult,Men,2x70m,122cm,564,Visa Hing
2025-05-31,Karl Kivilo,JVI,Recurve,Adult,Men,2x70m,122cm,564,Visa Hing
2025-05-31,Birgit Metsjõe,VVVK,Recurve,Adult,Women,2x70m,122cm,562,Visa Hing
2025-05-31,Märt Labi,VVVK,Recurve,U18,Men,2x60m,122cm,561,Visa Hing
2025-05-31,Ingrid Ritval,VVVK,Recurve,U18,Women,2x60m,122cm,561,Visa Hing
2025-05-31,Hannes Kraav,TL,Recurve,Adult,Men,2x70m,122cm,559,Visa Hing
2025-05-31,Rait Ots,TLVK,Recurve,Adult,Men,2x70m,122cm,559,Visa Hing
2025-05-31,Patrick Järve,VVVK,Recurve,U21,Men,2x70m,122cm,558,Visa Hing
2025-05-31,Mikk Mihkelson,JVI,Recurve,U18,Men,2x60m,122cm,558,Visa Hing
2025-05-31,Rait Ots,TLVK,Recurve,Adult,Men,2x70m,122cm,556,Visa Hing
2025-05-31,Karl Kivilo,JVI,Recurve,Adult,Men,2x70m,122cm,555,Visa Hing
2025-05-31,Birgit Metsjõe,VVVK,Recurve,Adult,Women,2x70m,122cm,555,Visa Hing
2025-05-31,Liise Kuusk,TYRI,Compound,U18,Women,2x50m,80cm,548,Visa Hing
2025-05-31,Lisete Lepik,VVVK,Recurve,U18,Women,2x60m,122cm,543,Visa Hing
2025-05-31,Märt Labi,VVVK,Recurve,U18,Men,2x60m,122cm,542,Visa Hing
2025-05-31,Tarvet Labi,VVVK,Recurve,U21,Men,2x70m,122cm,528,Visa Hing
2025-05-31,Märt Labi,VVVK,Recurve,U18,Men,2x60m,122cm,528,Visa Hing
2025-05-31,Patrick Järve,VVVK,Recurve,U21,Men,2x70m,122cm,525,Visa Hing
2025-05-31,Robert Kroon,TVSK,Recurve,U18,Men,2x60m,122cm,519,Visa Hing
2025-05-31,Patrick Järve,VVVK,Recurve,U21,Men,2x70m,122cm,517,Visa Hing
2025-05-31,Lisete Lepik,VVVK,Recurve,U18,Women,2x60m,122cm,512,Visa Hing
2025-05-31,Liise Kuusk,TYRI,Compound,U18,Women,2x50m,80cm,506,Visa Hing
2025-05-31,Tarvet Labi,VVVK,Recurve,U21,Men,2x70m,122cm,502,Visa Hing
2025-05-31,Eve Kivilo,JVI,Recurve,+50,Women,2x60m,122cm,498,Visa Hing
2025-05-31,Tarvet Labi,VVVK,Recurve,U21,Men,2x70m,122cm,494,Visa Hing
2025-05-31,Eve Kivilo,JVI,Recurve,+50,Women,2x60m,122cm,492,Visa Hing
2025-05-31,Ingrid Ritval,VVVK,Recurve,U18,Women,2x60m,122cm,480,Visa Hing
2025-05-31,Liise Kuusk,TYRI,Compound,U18,Women,2x50m,80cm,449,Visa Hing
2025-05-31,Robert Kroon,TVSK,Recurve,U18,Men,2x60m,122cm,448,Visa Hing
2025-05-31,Lisete Lepik,VVVK,Recurve,U18,Women,2x60m,122cm,445,Visa Hing
2025-05-31,Robert Kroon,TVSK,Recurve,U18,Men,2x60m,122cm,420,Visa Hing
2025-05-31,Evert Ressar,BH,Compound,Adult,Men,50m,80cm,347,Visa Hing
2025-05-31,Karoline Kivilo,JVI,Recurve,U15,Men,30m,80cm,343,Visa Hing
2025-05-31,Evert Ressar,BH,Compound,Adult,Men,50m,80cm,343,Visa Hing
2025-05-31,Evert Ressar,BH,Compound,Adult,Men,50m,80cm,339,Visa Hing
2025-05-31,Karoline Kivilo,JVI,Recurve,U15,Men,30m,80cm,338,Visa Hing
2025-05-31,Krent Kaasik,TVSK,Recurve,U15,Men,30m,80cm,337,Visa Hing
2025-05-31,Evert Ressar,BH,Compound,Adult,Men,50m,80cm,337,Visa Hing
2025-05-31,Evert Ressar,BH,Compound,Adult,Men,50m,80cm,335,Visa Hing
2025-05-31,Krent Kaasik,TVSK,Recurve,U15,Men,30m,80cm,332,Visa Hing
2025-05-31,Karoline Kivilo,JVI,Recurve,U15,Men,30m,80cm,330,Visa Hing
2025-05-31,Karoline Kivilo,JVI,Recurve,U15,Men,30m,80cm,328,Visa Hing
2025-05-31,Rasmus Ellam,JVI,Recurve,U13,Men,15m,80cm,327,Visa Hing
2025-05-31,Evert Ressar,BH,Compound,Adult,Men,50m,80cm,325,Visa Hing
2025-05-31,Krent Kaasik,TVSK,Recurve,U15,Men,30m,80cm,324,Visa Hing
2025-05-31,Rasmus Ellam,JVI,Recurve,U13,Men,15m,80cm,322,Visa Hing
2025-05-31,Rasmus Ellam,JVI,Recurve,U13,Men,15m,80cm,321,Visa Hing
2025-05-31,Krent Kaasik,TVSK,Recurve,U15,Men,30m,80cm,320,Visa Hing
2025-05-31,Priit Tanvel,TLVK,Recurve,Adult,Men,70m,122cm,316,Visa Hing
2025-05-31,Triinu Lilienthal,JVI,Recurve,Adult,Women,70m,122cm,309,Visa Hing
2025-05-31,Rasmus Ellam,JVI,Recurve,U13,Men,15m,80cm,309,Visa Hing
2025-05-31,Triinu Lilienthal,JVI,Recurve,Adult,Women,70m,122cm,306,Visa Hing
2025-05-31,Triinu Lilienthal,JVI,Recurve,Adult,Women,70m,122cm,302,Visa Hing
2025-05-31,Märt Labi,VVVK,Recurve,U18,Men,60m,122cm,301,Visa Hing
2025-05-31,Triinu Lilienthal,JVI,Recurve,Adult,Women,70m,122cm,300,Visa Hing
2025-05-31,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,300,Visa Hing
2025-05-31,Ingrid Annelore Ritval,VVVK,Recurve,U18,Women,60m,122cm,300,Visa Hing
2025-05-31,Tanel Kaasik,TLVK,Recurve,Adult,Men,70m,122cm,299,Visa Hing
2025-05-31,Kait Soesoo,VVVK,Recurve,Adult,Men,70m,122cm,299,Visa Hing
2025-05-31,Mikk Mihkelson,JVI,Recurve,U18,Men,60m,122cm,298,Visa Hing
2025-05-31,Karl Kivilo,JVI,Recurve,Adult,Men,70m,122cm,296,Visa Hing
2025-05-31,Mikk Mihkelson,JVI,Recurve,U18,Men,60m,122cm,296,Visa Hing
2025-05-31,Priit Tanvel,TLVK,Recurve,Adult,Men,70m,122cm,295,Visa Hing
2025-05-31,Tanel Kaasik,TLVK,Recurve,Adult,Men,70m,122cm,295,Visa Hing
2025-05-31,Priit Tanvel,TLVK,Recurve,Adult,Men,70m,122cm,294,Visa Hing
2025-05-31,Tanel Kaasik,TLVK,Recurve,Adult,Men,70m,122cm,294,Visa Hing
2025-05-31,Tanel Kaasik,TLVK,Recurve,Adult,Men,70m,122cm,292,Visa Hing
2025-05-31,Karl Kivilo,JVI,Recurve,Adult,Men,70m,122cm,292,Visa Hing
2025-05-31,Triinu Lilienthal,JVI,Recurve,Adult,Women,70m,122cm,292,Visa Hing
2025-05-31,Tanel Kaasik,TLVK,Recurve,Adult,Men,70m,122cm,291,Visa Hing
2025-05-31,Kait Soesoo,VVVK,Recurve,Adult,Men,70m,122cm,291,Visa Hing
2025-05-31,Priit Tanvel,TLVK,Recurve,Adult,Men,70m,122cm,290,Visa Hing
2025-05-31,Rait Ots,TLVK,Recurve,Adult,Men,70m,122cm,290,Visa Hing
2025-05-31,Triinu Lilienthal,JVI,Recurve,Adult,Women,70m,122cm,290,Visa Hing
2025-05-31,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,289,Visa Hing
2025-05-31,Lisete Laureen Lepik,VVVK,Recurve,U18,Women,60m,122cm,289,Visa Hing
2025-05-31,Tanel Kaasik,TLVK,Recurve,Adult,Men,70m,122cm,288,Visa Hing
2025-05-31,Hannes Kraav,TL,Recurve,Adult,Men,70m,122cm,287,Visa Hing
2025-05-31,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,287,Visa Hing
2025-05-31,Kait Soesoo,VVVK,Recurve,Adult,Men,70m,122cm,286,Visa Hing
2025-05-31,Rait Ots,TLVK,Recurve,Adult,Men,70m,122cm,286,Visa Hing
2025-05-31,Priit Tanvel,TLVK,Recurve,Adult,Men,70m,122cm,285,Visa Hing
2025-05-31,Hannes Kraav,TL,Recurve,Adult,Men,70m,122cm,285,Visa Hing
2025-05-31,Karl Kivilo,JVI,Recurve,Adult,Men,70m,122cm,285,Visa Hing
2025-05-31,Rait Ots,TLVK,Recurve,Adult,Men,70m,122cm,285,Visa Hing
2025-05-31,Kait Soesoo,VVVK,Recurve,Adult,Men,70m,122cm,284,Visa Hing
2025-05-31,Hannes Kraav,TL,Recurve,Adult,Men,70m,122cm,284,Visa Hing
2025-05-31,Priit Tanvel,TLVK,Recurve,Adult,Men,70m,122cm,283,Visa Hing
2025-05-31,Kait Soesoo,VVVK,Recurve,Adult,Men,70m,122cm,283,Visa Hing
2025-05-31,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,283,Visa Hing
2025-05-31,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,282,Visa Hing
2025-05-31,Ingrid Ritval,VVVK,Recurve,U18,Women,60m,122cm,282,Visa Hing
2025-05-31,Mikk Mihkelson,JVI,Recurve,U18,Men,60m,122cm,281,Visa Hing
2025-05-31,Kait Soesoo,VVVK,Recurve,Adult,Men,70m,122cm,280,Visa Hing
2025-05-31,Hannes Kraav,TL,Recurve,Adult,Men,70m,122cm,280,Visa Hing
2025-05-31,Hannes Kraav,TL,Recurve,Adult,Men,70m,122cm,280,Visa Hing
2025-05-31,Rait Ots,TLVK,Recurve,Adult,Men,70m,122cm,280,Visa Hing
2025-05-31,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,280,Visa Hing
2025-05-31,Liise Kuusk,TYRI,Compound,U18,Women,50m,80cm,280,Visa Hing
2025-05-31,Hannes Kraav,TL,Recurve,Adult,Men,70m,122cm,279,Visa Hing
2025-05-31,Ingrid Ritval,VVVK,Recurve,U18,Women,60m,122cm,279,Visa Hing
2025-05-31,Mikk Mihkelson,JVI,Recurve,U18,Men,60m,122cm,277,Visa Hing
2025-05-31,Liise Kuusk,TYRI,Compound,U18,Women,50m,80cm,277,Visa Hing
2025-05-31,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,275,Visa Hing
2025-05-31,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,275,Visa Hing
2025-05-31,Karl Kivilo,JVI,Recurve,Adult,Men,70m,122cm,274,Visa Hing
2025-05-31,Mikk Mihkelson,JVI,Recurve,U18,Men,60m,122cm,274,Visa Hing
2025-05-31,Robert Kroon,TVSK,Recurve,U18,Men,60m,122cm,274,Visa Hing
2025-05-31,Ingrid Ritval,VVVK,Recurve,U18,Women,60m,122cm,274,Visa Hing
2025-05-31,Märt Labi,VVVK,Recurve,U18,Men,60m,122cm,273,Visa Hing
2025-05-31,Karl Kivilo,JVI,Recurve,Adult,Men,70m,122cm,272,Visa Hing
2025-05-31,Tarvet Labi,VVVK,Recurve,U21,Men,70m,122cm,272,Visa Hing
2025-05-31,Rait Ots,TLVK,Recurve,Adult,Men,70m,122cm,271,Visa Hing
2025-05-31,Liise Kuusk,TYRI,Compound,U18,Women,50m,80cm,271,Visa Hing
2025-05-31,Karl Kivilo,JVI,Recurve,Adult,Men,70m,122cm,270,Visa Hing
2025-05-31,Rait Ots,TLVK,Recurve,Adult,Men,70m,122cm,269,Visa Hing
2025-05-31,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,269,Visa Hing
2025-05-31,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,269,Visa Hing
2025-05-31,Mikk Mihkelson,JVI,Recurve,U18,Men,60m,122cm,269,Visa Hing
2025-05-31,Märt Labi,VVVK,Recurve,U18,Men,60m,122cm,269,Visa Hing
2025-05-31,Märt Labi,VVVK,Recurve,U18,Men,60m,122cm,266,Visa Hing
2025-05-31,Tarvet Labi,VVVK,Recurve,U21,Men,70m,122cm,262,Visa Hing
2025-05-31,Märt Labi,VVVK,Recurve,U18,Men,60m,122cm,262,Visa Hing
2025-05-31,Lisete Lepik,VVVK,Recurve,U18,Women,60m,122cm,262,Visa Hing
2025-05-31,Liise Kuusk,TYRI,Compound,U18,Women,50m,80cm,261,Visa Hing
2025-05-31,Märt Labi,VVVK,Recurve,U18,Men,60m,122cm,260,Visa Hing
2025-05-31,Tarvet Labi,VVVK,Recurve,U21,Men,70m,122cm,258,Visa Hing
2025-05-31,Eve Kivilo,JVI,Recurve,+50,Women,60m,122cm,257,Visa Hing
2025-05-31,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,256,Visa Hing
2025-05-31,Tarvet Labi,VVVK,Recurve,U21,Men,70m,122cm,256,Visa Hing
2025-05-31,Eve Kivilo,JVI,Recurve,+50,Women,60m,122cm,256,Visa Hing
2025-05-31,Lisete Lepik,VVVK,Recurve,U18,Women,60m,122cm,254,Visa Hing
2025-05-31,Lisete Lepik,VVVK,Recurve,U18,Women,60m,122cm,250,Visa Hing
2025-05-31,Robert Kroon,TVSK,Recurve,U18,Men,60m,122cm,245,Visa Hing
2025-05-31,Ingrid Ritval,VVVK,Recurve,U18,Women,60m,122cm,242,Visa Hing
2025-05-31,Eve Kivilo,JVI,Recurve,+50,Women,60m,122cm,241,Visa Hing
2025-05-31,Tarvet Labi,VVVK,Recurve,U21,Men,70m,122cm,240,Visa Hing
2025-05-31,Ingrid Ritval,VVVK,Recurve,U18,Women,60m,122cm,238,Visa Hing
2025-05-31,Lisete Lepik,VVVK,Recurve,U18,Women,60m,122cm,238,Visa Hing
2025-05-31,Tarvet Labi,VVVK,Recurve,U21,Men,70m,122cm,236,Visa Hing
2025-05-31,Eve Kivilo,JVI,Recurve,+50,Women,60m,122cm,236,Visa Hing
2025-05-31,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,235,Visa Hing
2025-05-31,Robert Kroon,TVSK,Recurve,U18,Men,60m,122cm,227,Visa Hing
2025-05-31,Liise Kuusk,TYRI,Compound,U18,Women,50m,80cm,226,Visa Hing
2025-05-31,Robert Kroon,TVSK,Recurve,U18,Men,60m,122cm,221,Visa Hing
2025-05-31,Robert Kroon,TVSK,Recurve,U18,Men,60m,122cm,210,Visa Hing
2025-05-31,Robert Kroon,TVSK,Recurve,U18,Men,60m,122cm,210,Visa Hing
2025-05-31,Lisete Lepik,VVVK,Recurve,U18,Women,60m,122cm,207,Visa Hing
2025-05-31,Liise Kuusk,TYRI,Compound,U18,Women,50m,80cm,188,Visa Hing
